Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
3.1679687500,25,-54087.0312500000,-37547.4687500000,-50319.9257812500,-2074.0446777344,-79216.5468750000,-43698.3710937500,-72918.0156250000,-34138.4062500000,-102070.0390625000,-98438.3203125000,-63606.8437500000,-57307.7695312500,-79183.3046875000,-51192.2382812500,-65451.0156250000,-67082.3359375000,,,
3.1718750000,25,-54091.8867187500,-37555.4492187500,-50328.0625000000,-2080.3354492188,-79215.5625000000,-43694.3828125000,-72890.6875000000,-34133.5273437500,-102070.0390625000,-98430.8671875000,-63602.5820312500,-57304.5937500000,-79180.3984375000,-51186.3984375000,-65447.5000000000,-67081.3046875000,,,
3.1757812500,25,-54103.2265625000,-37559.0039062500,-50336.5078125000,-2086.3950195313,-79217.6406250000,-43696.7656250000,-72884.5625000000,-34134.9414062500,-102070.0390625000,-98433.2031250000,-63603.1679687500,-57307.0156250000,-79180.4453125000,-51189.4882812500,-65446.5625000000,-67082.5078125000,,,
3.1796875000,25,-54113.8984375000,-37549.9023437500,-50331.6406250000,-2078.7780761719,-79220.1250000000,-43697.0351562500,-72918.5156250000,-34135.0742187500,-102070.0390625000,-98434.8203125000,-63597.8007812500,-57303.7578125000,-79174.8984375000,-51187.5781250000,-65440.6250000000,-67075.6796875000,,,
3.1835937500,25,-54126.8789062500,-37536.8320312500,-50318.4414062500,-2064.6755371094,-79213.7500000000,-43693.4921875000,-72928.2578125000,-34130.1445312500,-102070.0390625000,-98431.3125000000,-63590.2460937500,-57295.7382812500,-79166.9296875000,-51185.5820312500,-65432.2773437500,-67068.2109375000,,,
3.1875000000,25,-54148.2460937500,-37534.5585937500,-50312.6484375000,-2061.4997558594,-79207.6406250000,-43689.6132812500,-72906.0312500000,-34124.7421875000,-102070.0390625000,-98428.4062500000,-63587.2656250000,-57293.0234375000,-79160.7578125000,-51183.8671875000,-65427.6523437500,-67065.2031250000,,,
3.1914062500,25,-54183.6562500000,-37549.4882812500,-50326.6406250000,-2071.9519042969,-79215.4765625000,-43693.6015625000,-72903.6406250000,-34131.6796875000,-102070.0390625000,-98432.5546875000,-63595.8554687500,-57302.3320312500,-79173.6718750000,-51192.6406250000,-65438.6875000000,-67080.9609375000,,,
3.1953125000,25,-54218.7929687500,-37565.4023437500,-50340.7070312500,-2085.6406250000,-79226.9140625000,-43704.2617187500,-72916.1406250000,-34142.8007812500,-102070.0390625000,-98444.2265625000,-63606.5742187500,-57312.3359375000,-79181.4062500000,-51201.6210937500,-65449.2500000000,-67089.4765625000,,,
3.1992187500,25,-54231.8125000000,-37561.9843750000,-50340.1210937500,-2088.1835937500,-79230.8359375000,-43711.3554687500,-72922.4687500000,-34146.6445312500,-102070.0390625000,-98451.9375000000,-63608.8750000000,-57314.1210937500,-79186.8515625000,-51206.1835937500,-65455.8554687500,-67090.5156250000,,,
3.2031250000,25,-54231.2539062500,-37549.9375000000,-50333.0781250000,-2082.0024414063,-79219.7500000000,-43706.8281250000,-72934.4609375000,-34142.0351562500,-102070.0390625000,-98449.1718750000,-63601.9765625000,-57305.7656250000,-79183.8046875000,-51197.4335937500,-65443.6171875000,-67080.6562500000,,,
3.2070312500,25,-54235.7460937500,-37544.8515625000,-50329.2187500000,-2075.1032714844,-79217.7265625000,-43703.4218750000,-72923.3437500000,-34137.1289062500,-102070.0390625000,-98445.2109375000,-63598.3476562500,-57301.3085937500,-79177.3046875000,-51187.1757812500,-65432.7617187500,-67076.6093750000,,,
3.2109375000,25,-54257.5742187500,-37558.6484375000,-50336.8984375000,-2082.3918457031,-79222.9765625000,-43707.4726562500,-72888.1171875000,-34139.5156250000,-102070.0390625000,-98444.9687500000,-63604.8203125000,-57307.0156250000,-79186.1328125000,-51190.2304687500,-65438.1289062500,-67079.8046875000,,,
3.2148437500,25,-54282.7851562500,-37573.8125000000,-50350.5742187500,-2094.3405761719,-79233.6718750000,-43714.2031250000,-72899.3593750000,-34147.7031250000,-102070.0390625000,-98450.9921875000,-63614.1679687500,-57315.7304687500,-79195.5234375000,-51201.7421875000,-65448.3515625000,-67096.7890625000,,,
3.2187500000,25,-54291.2187500000,-37567.4218750000,-50347.5429687500,-2091.9799804688,-79234.2812500000,-43714.9570312500,-72925.3906250000,-34151.7304687500,-102070.0390625000,-98451.2421875000,-63614.1054687500,-57314.4648437500,-79195.4843750000,-51205.4531250000,-65451.4179687500,-67094.6796875000,,,
3.2226562500,25,-54286.6679687500,-37552.5195312500,-50332.3593750000,-2079.6296386719,-79220.7500000000,-43704.9453125000,-72921.2734375000,-34141.6679687500,-102070.0390625000,-98441.1328125000,-63603.0937500000,-57303.6835937500,-79187.0546875000,-51196.0117187500,-65441.3515625000,-67080.1953125000,,,
3.2265625000,25,-54287.9570312500,-37548.8789062500,-50321.5664062500,-2072.9619140625,-79212.0000000000,-43695.7070312500,-72917.8437500000,-34134.4062500000,-102070.0390625000,-98429.3906250000,-63595.9414062500,-57295.9570312500,-79179.6953125000,-51186.6054687500,-65433.5039062500,-67074.6484375000,,,
3.2304687500,25,-54302.3515625000,-37558.0312500000,-50327.1875000000,-2075.5656738281,-79208.6406250000,-43691.7421875000,-72903.1328125000,-34131.5195312500,-102070.0390625000,-98424.7343750000,-63594.8085937500,-57295.8085937500,-79179.5703125000,-51183.0273437500,-65430.9375000000,-67078.6875000000,,,
3.2343750000,25,-54322.7695312500,-37569.4570312500,-50335.2539062500,-2083.9006347656,-79208.5781250000,-43690.5351562500,-72879.2265625000,-34132.2031250000,-102070.0390625000,-98424.2656250000,-63595.2929687500,-57297.5156250000,-79180.3281250000,-51187.0429687500,-65432.4218750000,-67083.8671875000,,,
3.2382812500,25,-54329.7890625000,-37562.1796875000,-50330.7421875000,-2083.0244140625,-79211.3203125000,-43691.1093750000,-72893.9609375000,-34132.5312500000,-102070.0390625000,-98429.0000000000,-63595.0156250000,-57297.4765625000,-79176.5078125000,-51189.2812500000,-65430.8046875000,-67081.9609375000,,,
3.2421875000,25,-54322.5468750000,-37542.4062500000,-50317.5039062500,-2065.5517578125,-79200.8125000000,-43681.9218750000,-72908.0390625000,-34124.3554687500,-102070.0390625000,-98424.7578125000,-63587.2148437500,-57288.3984375000,-79166.1015625000,-51179.2929687500,-65420.9960937500,-67070.8984375000,,,
3.2460937500,25,-54320.8085937500,-37527.6953125000,-50304.3125000000,-2052.3984375000,-79192.5390625000,-43673.1875000000,-72883.5781250000,-34111.1757812500,-102070.0390625000,-98414.5312500000,-63576.9570312500,-57278.2148437500,-79153.7500000000,-51163.6445312500,-65411.3710937500,-67055.7890625000,,,
3.2500000000,26,-54334.6562500000,-37532.3906250000,-50303.3867187500,-2051.5710449219,-79190.2812500000,-43667.8671875000,-72861.3515625000,-34110.2265625000,-102070.0390625000,-98411.1015625000,-63576.5429687500,-57279.3593750000,-79156.2968750000,-51164.7382812500,-65422.1289062500,-67061.9218750000,,,
3.2539062500,26,-54362.4218750000,-37554.8437500000,-50320.9101562500,-2068.3137207031,-79206.2812500000,-43681.6171875000,-72879.9296875000,-34126.7617187500,-102070.0390625000,-98422.8046875000,-63593.8476562500,-57295.1523437500,-79172.9921875000,-51181.1523437500,-65435.3789062500,-67079.6015625000,,,
3.2578125000,26,-54379.9921875000,-37567.8125000000,-50335.5117187500,-2084.9836425781,-79224.6250000000,-43700.0039062500,-72905.0468750000,-34145.5000000000,-102070.0390625000,-98441.7812500000,-63609.1914062500,-57312.0039062500,-79190.5859375000,-51198.8945312500,-65446.3164062500,-67091.0390625000,,,
3.2617187500,26,-54384.6757812500,-37566.5117187500,-50337.2734375000,-2090.5319824219,-79237.0546875000,-43713.5468750000,-72934.6328125000,-34154.8593750000,-102070.0390625000,-98453.7734375000,-63616.2109375000,-57318.5390625000,-79198.6250000000,-51208.2265625000,-65454.2617187500,-67096.0859375000,,,
3.2656250000,26,-54384.8242187500,-37564.9765625000,-50336.2148437500,-2091.5175781250,-79241.2031250000,-43717.1601562500,-72954.1250000000,-34155.8085937500,-102070.0390625000,-98456.1484375000,-63616.1992187500,-57318.2109375000,-79203.4843750000,-51211.0000000000,-65455.3945312500,-67096.3515625000,,,
3.2695312500,26,-54394.1445312500,-37572.1210937500,-50339.6835937500,-2095.1557617188,-79236.4921875000,-43713.0234375000,-72918.6718750000,-34152.7890625000,-102070.0390625000,-98454.0546875000,-63616.9765625000,-57318.7812500000,-79203.4687500000,-51210.7929687500,-65455.8085937500,-67099.1562500000,,,
3.2734375000,26,-54412.4062500000,-37581.4765625000,-50345.0976562500,-2101.9697265625,-79239.5937500000,-43714.3867187500,-72895.5156250000,-34151.6601562500,-102070.0390625000,-98455.0859375000,-63618.9140625000,-57321.7890625000,-79202.0312500000,-51214.7109375000,-65457.7187500000,-67103.1093750000,,,
3.2773437500,26,-54423.5781250000,-37582.1953125000,-50348.8476562500,-2102.5781250000,-79251.2890625000,-43718.8750000000,-72915.4687500000,-34156.2812500000,-102070.0390625000,-98460.9453125000,-63619.0351562500,-57323.2968750000,-79203.4062500000,-51217.8867187500,-65455.5273437500,-67100.4531250000,,,
3.2812500000,26,-54417.6289062500,-37568.5898437500,-50338.6757812500,-2091.7731933594,-79246.9296875000,-43716.5390625000,-72913.1250000000,-34150.5156250000,-102070.0390625000,-98461.4375000000,-63612.9726562500,-57316.0468750000,-79188.6875000000,-51218.0820312500,-65457.2070312500,-67097.6953125000,,,
3.2851562500,26,-54407.3828125000,-37553.3437500000,-50326.9921875000,-2077.1596679688,-79235.1015625000,-43708.1445312500,-72897.5703125000,-34137.7500000000,-102070.0390625000,-98452.0078125000,-63600.1875000000,-57304.6210937500,-79182.1406250000,-51208.4101562500,-65445.1132812500,-67084.2812500000,,,
3.2890625000,26,-54409.6210937500,-37556.0468750000,-50325.9453125000,-2073.2902832031,-79226.8281250000,-43701.4023437500,-72886.5390625000,-34130.2929687500,-102070.0390625000,-98446.5937500000,-63592.9960937500,-57299.2421875000,-79176.7500000000,-51203.5546875000,-65436.0234375000,-67080.2656250000,,,
3.2929687500,26,-54426.8750000000,-37566.0468750000,-50337.6875000000,-2082.0998535156,-79225.9296875000,-43699.7617187500,-72864.7578125000,-34130.8515625000,-102070.0390625000,-98444.3671875000,-63594.3476562500,-57300.9921875000,-79178.4375000000,-51204.5781250000,-65435.7929687500,-67083.9218750000,,,
3.2968750000,26,-54443.9335937500,-37573.2148437500,-50343.0898437500,-2089.9965820313,-79229.5781250000,-43704.8828125000,-72871.3984375000,-34136.2656250000,-102070.0390625000,-98450.0625000000,-63599.7343750000,-57307.6601562500,-79182.6718750000,-51209.3945312500,-65441.4492187500,-67086.9531250000,,,
3.3007812500,26,-54446.4531250000,-37567.9218750000,-50339.3906250000,-2087.2468261719,-79229.5546875000,-43705.6484375000,-72907.3671875000,-34139.6718750000,-102070.0390625000,-98450.6718750000,-63598.7265625000,-57305.4960937500,-79183.6015625000,-51206.2695312500,-65435.5234375000,-67082.3281250000,,,
3.3046875000,26,-54440.9023437500,-37557.0546875000,-50327.3203125000,-2077.2326660156,-79222.3046875000,-43698.3593750000,-72903.8046875000,-34131.0703125000,-102070.0390625000,-98442.6015625000,-63590.1367187500,-57294.6796875000,-79176.2343750000,-51197.1914062500,-65420.3515625000,-67066.6640625000,,,
3.3085937500,26,-54444.4804687500,-37557.1640625000,-50327.1132812500,-2075.3222656250,-79211.9218750000,-43689.8789062500,-72874.3906250000,-34123.1250000000,-102070.0390625000,-98433.5312500000,-63584.6132812500,-57290.7968750000,-79171.9765625000,-51192.4335937500,-65416.0585937500,-67066.2968750000,,,
3.3125000000,26,-54460.9335937500,-37570.9414062500,-50338.2226562500,-2083.0002441406,-79223.2265625000,-43692.7773437500,-72877.2656250000,-34126.8750000000,-102070.0390625000,-98431.5781250000,-63589.0898437500,-57294.8007812500,-79177.6640625000,-51194.1835937500,-65425.1835937500,-67075.4609375000,,,
3.3164062500,26,-54475.3398437500,-37575.2578125000,-50344.4648437500,-2090.3493652344,-79234.2500000000,-43699.8554687500,-72888.3125000000,-34136.6210937500,-102070.0390625000,-98441.0625000000,-63598.1054687500,-57303.0742187500,-79187.2109375000,-51202.0585937500,-65440.4414062500,-67085.5625000000,,,
3.3203125000,26,-54481.6289062500,-37571.9140625000,-50341.8515625000,-2091.6879882813,-79239.6171875000,-43704.2617187500,-72897.5625000000,-34142.4218750000,-102070.0390625000,-98448.2109375000,-63602.9375000000,-57308.6718750000,-79190.8750000000,-51206.7656250000,-65451.5859375000,-67085.8281250000,,,
3.3242187500,26,-54480.1562500000,-37565.8164062500,-50331.3750000000,-2086.6870117188,-79238.3281250000,-43704.1054687500,-72911.6250000000,-34143.3710937500,-102070.0390625000,-98450.1250000000,-63600.7929687500,-57306.5195312500,-79188.5859375000,-51202.7500000000,-65450.2109375000,-67082.7187500000,,,
3.3281250000,26,-54479.4257812500,-37561.2890625000,-50326.0546875000,-2080.5300292969,-79229.7500000000,-43697.5078125000,-72890.6093750000,-34137.7617187500,-102070.0390625000,-98439.2968750000,-63593.8710937500,-57299.8750000000,-79179.9140625000,-51192.7265625000,-65439.8828125000,-67077.4687500000,,,
3.3320312500,26,-54488.4921875000,-37570.1367187500,-50331.5312500000,-2084.5332031250,-79219.8359375000,-43688.3476562500,-72851.9921875000,-34133.2265625000,-102070.0390625000,-98433.1875000000,-63592.8750000000,-57298.8164062500,-79178.5000000000,-51191.0937500000,-65435.1250000000,-67078.6406250000,,,
3.3359375000,26,-54495.3789062500,-37575.6015625000,-50339.4179687500,-2088.9135742188,-79230.1640625000,-43693.0429687500,-72874.7968750000,-34142.3750000000,-102070.0390625000,-98436.9218750000,-63598.3242187500,-57305.9843750000,-79183.3593750000,-51198.1757812500,-65436.8984375000,-67083.6875000000,,,
3.3398437500,26,-54493.9531250000,-37566.8867187500,-50335.2929687500,-2083.6572265625,-79232.7890625000,-43694.9531250000,-72902.9609375000,-34144.8203125000,-102070.0390625000,-98439.1093750000,-63599.5039062500,-57305.9960937500,-79183.9609375000,-51200.6210937500,-65438.0820312500,-67079.3593750000,,,
3.3437500000,26,-54491.2187500000,-37562.3867187500,-50326.8125000000,-2079.3134765625,-79227.7343750000,-43692.6914062500,-72900.6718750000,-34140.9648437500,-102070.0390625000,-98437.2734375000,-63595.5625000000,-57304.2187500000,-79181.9062500000,-51194.4179687500,-65433.2148437500,-67073.6484375000,,,
3.3476562500,26,-54495.7070312500,-37562.7617187500,-50324.7773437500,-2079.6540527344,-79232.7812500000,-43693.6015625000,-72901.5000000000,-34141.5703125000,-102070.0390625000,-98436.0078125000,-63597.0703125000,-57304.6210937500,-79184.1015625000,-51190.7421875000,-65431.5351562500,-67077.3984375000,,,
3.3515625000,26,-54509.9804687500,-37573.5195312500,-50336.9570312500,-2087.5629882813,-79243.8437500000,-43701.3398437500,-72895.3828125000,-34149.7851562500,-102070.0390625000,-98443.2031250000,-63606.5859375000,-57313.6953125000,-79194.6718750000,-51197.6757812500,-65437.3867187500,-67092.5468750000,,,
3.3554687500,26,-54527.0039062500,-37583.8007812500,-50352.7382812500,-2098.9521484375,-79258.4765625000,-43712.5351562500,-72892.0000000000,-34158.4609375000,-102070.0390625000,-98454.6640625000,-63617.7578125000,-57323.5898437500,-79206.7031250000,-51208.6640625000,-65442.7031250000,-67103.7187500000,,,
3.3593750000,26,-54530.6757812500,-37578.8984375000,-50351.7773437500,-2099.5603027344,-79269.2812500000,-43721.3945312500,-72922.8359375000,-34165.3359375000,-102070.0390625000,-98464.2890625000,-63621.3945312500,-57324.9414062500,-79209.5781250000,-51215.5507812500,-65443.2890625000,-67105.2890625000,,,
3.3632812500,26,-54523.7187500000,-37567.6289062500,-50339.6601562500,-2090.6049804688,-79266.8125000000,-43719.1796875000,-72939.6015625000,-34161.5625000000,-102070.0390625000,-98461.5234375000,-63615.4335937500,-57318.3085937500,-79204.0546875000,-51213.0703125000,-65440.7578125000,-67095.7109375000,,,
3.3671875000,26,-54521.1250000000,-37559.7460937500,-50330.5820312500,-2082.9272460938,-79258.9921875000,-43710.1406250000,-72910.1796875000,-34155.3203125000,-102070.0390625000,-98453.8125000000,-63607.6210937500,-57312.9921875000,-79195.9218750000,-51207.0117187500,-65441.2421875000,-67083.3750000000,,,
3.3710937500,26,-54529.6562500000,-37568.6992187500,-50336.7656250000,-2088.2202148438,-79252.3984375000,-43706.9140625000,-72892.5234375000,-34157.2578125000,-102070.0390625000,-98452.2890625000,-63611.4531250000,-57318.0898437500,-79198.1640625000,-51209.6015625000,-65449.8203125000,-67095.1015625000,,,
3.3750000000,27,-54545.5078125000,-37584.9453125000,-50353.0312500000,-2099.8889160156,-79266.5234375000,-43717.1093750000,-72908.9453125000,-34168.8046875000,-102070.0390625000,-98460.0781250000,-63620.9804687500,-57326.9726562500,-79199.0390625000,-51212.8007812500,-65452.9375000000,-67101.8828125000,,,
3.3789062500,27,-54548.5898437500,-37582.2812500000,-50346.3281250000,-2098.3679199219,-79267.1796875000,-43718.9726562500,-72916.5546875000,-34169.7031250000,-102070.0390625000,-98465.4218750000,-63622.6367187500,-57327.7148437500,-79206.9765625000,-51213.5937500000,-65455.2617187500,-67102.8984375000,,,
3.3828125000,27,-54542.4687500000,-37570.3554687500,-50333.0390625000,-2089.5219726563,-79262.8828125000,-43717.4414062500,-72931.9062500000,-34166.3828125000,-102070.0390625000,-98464.2187500000,-63615.7500000000,-57321.2773437500,-79201.8984375000,-51202.1796875000,-65443.7382812500,-67093.9609375000,,,
3.3867187500,27,-54540.8750000000,-37562.3750000000,-50323.1132812500,-2080.1408691406,-79255.3515625000,-43709.8945312500,-72928.4140625000,-34154.8359375000,-102070.0390625000,-98455.7109375000,-63605.7968750000,-57311.1796875000,-79194.4609375000,-51185.6679687500,-65423.8671875000,-67084.0390625000,,,
3.3906250000,27,-54549.5507812500,-37566.7890625000,-50325.7265625000,-2081.4426269531,-79242.1015625000,-43705.5273437500,-72893.6875000000,-34148.1171875000,-102070.0390625000,-98449.0546875000,-63600.9414062500,-57308.6250000000,-79193.1484375000,-51181.5664062500,-65416.9687500000,-67085.8906250000,,,
3.3945312500,27,-54568.4687500000,-37579.2382812500,-50338.1992187500,-2090.5927734375,-79256.9453125000,-43710.4179687500,-72890.4531250000,-34151.2070312500,-102070.0390625000,-98451.4843750000,-63607.8398437500,-57314.2812500000,-79198.1484375000,-51196.7421875000,-65436.3046875000,-67097.2187500000,,,
3.3984375000,27,-54573.0820312500,-37581.0156250000,-50342.7617187500,-2092.3085937500,-79265.0234375000,-43714.5078125000,-72920.1796875000,-34153.9335937500,-102070.0390625000,-98459.4062500000,-63613.1210937500,-57320.6562500000,-79202.3515625000,-51211.3398437500,-65447.2773437500,-67099.3750000000,,,
3.4023437500,27,-54567.5195312500,-37572.4609375000,-50335.8398437500,-2089.3395996094,-79263.5078125000,-43714.3476562500,-72920.0703125000,-34153.8984375000,-102070.0390625000,-98459.4843750000,-63611.2109375000,-57319.8164062500,-79202.2031250000,-51214.2968750000,-65444.9296875000,-67096.6796875000,,,
3.4062500000,27,-54566.6093750000,-37569.9296875000,-50332.3242187500,-2089.9843750000,-79259.8906250000,-43711.1132812500,-72909.0234375000,-34150.6718750000,-102070.0390625000,-98455.9687500000,-63606.4023437500,-57315.6445312500,-79192.0312500000,-51208.9570312500,-65434.7460937500,-67089.7734375000,,,
3.4101562500,27,-54576.7929687500,-37582.6953125000,-50342.6523437500,-2097.2241210938,-79261.5312500000,-43710.3203125000,-72898.6328125000,-34152.7773437500,-102070.0390625000,-98452.4140625000,-63607.2812500000,-57317.4687500000,-79201.4843750000,-51207.1054687500,-65438.8242187500,-67093.0078125000,,,
3.4140625000,27,-54594.7265625000,-37594.4101562500,-50355.5273437500,-2106.7758789063,-79265.3437500000,-43710.4921875000,-72878.6171875000,-34155.3203125000,-102070.0390625000,-98453.1875000000,-63609.9453125000,-57322.1054687500,-79203.4843750000,-51202.0585937500,-65438.4804687500,-67097.7031250000,,,
3.4179687500,27,-54598.7304687500,-37595.4804687500,-50359.4453125000,-2108.7834472656,-79268.7109375000,-43712.9257812500,-72888.3828125000,-34158.2031250000,-102070.0390625000,-98459.7265625000,-63613.8125000000,-57327.0703125000,-79205.4921875000,-51205.6210937500,-65440.5859375000,-67098.5468750000,,,
3.4218750000,27,-54588.7890625000,-37583.8632812500,-50349.3437500000,-2098.4409179688,-79269.7109375000,-43712.9492187500,-72919.1093750000,-34156.7343750000,-102070.0390625000,-98462.7812500000,-63609.5312500000,-57321.1914062500,-79201.5468750000,-51210.9882812500,-65441.1718750000,-67094.2109375000,,,
3.4257812500,27,-54580.3085937500,-37571.5585937500,-50339.2578125000,-2085.3364257813,-79263.2734375000,-43708.7148437500,-72905.4687500000,-34148.4453125000,-102070.0390625000,-98457.4531250000,-63602.7421875000,-57316.3867187500,-79194.2578125000,-51213.6640625000,-65438.3828125000,-67088.1796875000,,,
3.4296875000,27,-54588.6210937500,-37579.1757812500,-50341.6914062500,-2087.9645996094,-79263.7968750000,-43708.5078125000,-72873.4453125000,-34144.2500000000,-102070.0390625000,-98455.7187500000,-63602.2421875000,-57319.8046875000,-79194.4296875000,-51217.0117187500,-65441.2812500000,-67087.1093750000,,,
3.4335937500,27,-54603.0859375000,-37588.4257812500,-50352.5820312500,-2093.9875488281,-79268.0078125000,-43708.7031250000,-72869.9843750000,-34145.7070312500,-102070.0390625000,-98456.3828125000,-63605.9296875000,-57322.6289062500,-79193.8281250000,-51220.7226562500,-65447.9101562500,-67097.6093750000,,,
3.4375000000,27,-54603.5976562500,-37581.7695312500,-50350.2343750000,-2090.1303710938,-79269.3906250000,-43707.7656250000,-72869.1250000000,-34144.2617187500,-102070.0390625000,-98457.3984375000,-63604.8476562500,-57323.7460937500,-79190.5000000000,-51228.1093750000,-65452.3906250000,-67095.9765625000,,,
3.4414062500,27,-54593.4375000000,-37563.5898437500,-50334.8789062500,-2077.8046875000,-79265.6796875000,-43701.5117187500,-72869.3437500000,-34136.7656250000,-102070.0390625000,-98452.5000000000,-63596.8398437500,-57315.8984375000,-79180.7500000000,-51224.1406250000,-65446.9492187500,-67084.7187500000,,,
3.4453125000,27,-54583.2031250000,-37548.1875000000,-50322.4062500000,-2064.7485351563,-79257.5937500000,-43695.1953125000,-72878.3203125000,-34130.7421875000,-102070.0390625000,-98446.9140625000,-63588.5664062500,-57308.3203125000,-79173.0000000000,-51212.6562500000,-65437.2148437500,-67077.5312500000,,,
3.4492187500,27,-54590.9062500000,-37554.5507812500,-50326.4570312500,-2064.6391601563,-79254.5468750000,-43692.2656250000,-72855.4453125000,-34128.3593750000,-102070.0390625000,-98442.9375000000,-63588.1640625000,-57306.3359375000,-79171.4531250000,-51206.2421875000,-65433.1054687500,-67078.1796875000,,,
3.4531250000,27,-54613.1757812500,-37573.5820312500,-50343.9687500000,-2080.4206542969,-79258.8593750000,-43698.1796875000,-72836.5781250000,-34134.1015625000,-102070.0390625000,-98446.1953125000,-63596.4882812500,-57312.7343750000,-79181.7265625000,-51210.7695312500,-65440.3320312500,-67088.6171875000,,,
3.4570312500,27,-54627.2265625000,-37581.1835937500,-50354.1132812500,-2089.8505859375,-79269.4140625000,-43709.4335937500,-72872.4062500000,-34145.3554687500,-102070.0390625000,-98456.3515625000,-63605.8437500000,-57321.5078125000,-79193.5781250000,-51217.7187500000,-65447.5000000000,-67098.0703125000,,,
3.4609375000,27,-54627.9335937500,-37576.4765625000,-50349.9062500000,-2088.3054199219,-79274.6250000000,-43715.2500000000,-72899.7734375000,-34148.8359375000,-102070.0390625000,-98463.3046875000,-63608.9960937500,-57322.5195312500,-79197.7734375000,-51220.5390625000,-65447.7656250000,-67097.4140625000,,,
3.4648437500,27,-54618.7343750000,-37561.7539062500,-50336.1328125000,-2080.0920410156,-79270.2812500000,-43714.7851562500,-72893.8515625000,-34143.7382812500,-102070.0390625000,-98462.5468750000,-63605.6015625000,-57318.2968750000,-79195.4531250000,-51218.5703125000,-65445.5039062500,-67092.8125000000,,,
3.4687500000,27,-54608.9648437500,-37551.5703125000,-50324.5117187500,-2069.3967285156,-79269.5234375000,-43711.5273437500,-72885.8828125000,-34139.7812500000,-102070.0390625000,-98458.7187500000,-63602.2304687500,-57314.7304687500,-79192.8671875000,-51213.1796875000,-65444.4921875000,-67094.1796875000,,,
3.4726562500,27,-54611.3125000000,-37552.9570312500,-50327.4296875000,-2069.2019042969,-79275.5468750000,-43714.3242187500,-72866.8984375000,-34142.0468750000,-102070.0390625000,-98459.6484375000,-63609.6171875000,-57321.6289062500,-79197.4687500000,-51211.4257812500,-65448.5078125000,-67101.3906250000,,,
3.4765625000,27,-54614.6953125000,-37551.9101562500,-50328.8671875000,-2070.3093261719,-79286.6015625000,-43718.7539062500,-72862.8125000000,-34149.1015625000,-102070.0390625000,-98465.4765625000,-63616.3437500000,-57329.1250000000,-79202.5234375000,-51212.9960937500,-65452.8046875000,-67105.4843750000,,,
3.4804687500,27,-54605.3398437500,-37538.4140625000,-50321.3593750000,-2061.7919921875,-79291.1875000000,-43720.4570312500,-72893.2421875000,-34152.5234375000,-102070.0390625000,-98471.3359375000,-63616.0664062500,-57326.9960937500,-79202.1562500000,-51213.9218750000,-65450.6601562500,-67101.4375000000,,,
3.4843750000,27,-54589.6054687500,-37519.8242187500,-50305.4218750000,-2046.6795654297,-79284.7109375000,-43713.0000000000,-72895.3593750000,-34144.5781250000,-102070.0390625000,-98463.0234375000,-63606.7343750000,-57315.8398437500,-79191.9609375000,-51207.6054687500,-65433.4921875000,-67087.8281250000,,,
3.4882812500,27,-54573.3867187500,-37503.4335937500,-50288.3984375000,-2032.4190673828,-79271.4609375000,-43699.9531250000,-72855.3750000000,-34132.3710937500,-102070.0390625000,-98448.6796875000,-63594.4062500000,-57305.3750000000,-79180.2890625000,-51196.8515625000,-65421.4960937500,-67078.8671875000,,,
3.4921875000,27,-54573.2773437500,-37505.4765625000,-50287.1796875000,-2032.9179687500,-79269.6250000000,-43695.8671875000,-72839.6406250000,-34130.9257812500,-102070.0390625000,-98444.8828125000,-63593.5546875000,-57306.7617187500,-79180.0000000000,-51197.2265625000,-65420.5937500000,-67076.0937500000,,,
3.4960937500,27,-54578.6289062500,-37507.8515625000,-50288.1796875000,-2038.7097167969,-79275.2812500000,-43703.3476562500,-72854.5000000000,-34137.8125000000,-102070.0390625000,-98451.9218750000,-63599.9414062500,-57313.0898437500,-79183.2734375000,-51204.3320312500,-65424.0625000000,-67083.4218750000,,,
3.5000000000,28,-54569.7968750000,-37493.3945312500,-50276.8515625000,-2031.2144775391,-79278.4375000000,-43705.4648437500,-72865.5937500000,-34137.8359375000,-102070.0390625000,-98456.6093750000,-63600.9765625000,-57314.7304687500,-79184.8125000000,-51209.9062500000,-65442.0234375000,-67083.3359375000,,,
3.5039062500,28,-54553.8554687500,-37470.6406250000,-50261.1679687500,-2016.9295654297,-79274.5546875000,-43702.7031250000,-72879.6875000000,-34133.4687500000,-102070.0390625000,-98455.0156250000,-63596.9609375000,-57311.6406250000,-79178.9531250000,-51203.3710937500,-65448.1796875000,-67074.0546875000,,,
3.5078125000,28,-54547.9062500000,-37459.2890625000,-50256.3007812500,-2007.9620361328,-79273.7109375000,-43700.1250000000,-72873.7812500000,-34130.0625000000,-102070.0390625000,-98453.9296875000,-63595.7929687500,-57307.9179687500,-79180.8984375000,-51204.4531250000,-65451.1250000000,-67076.3750000000,,,
