Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
16.4453125000,131,-55740.6328125000,-38021.1210937500,-50738.9179687500,-1910.6934814453,-79549.7109375000,-44011.2773437500,-73080.1875000000,-34307.2968750000,-102070.0390625000,-98670.0546875000,-63728.1523437500,-57592.8710937500,-79513.9140625000,-51349.9687500000,-65659.2265625000,-67327.4218750000,,,
16.4492187500,131,-55735.3046875000,-38012.9296875000,-50737.4843750000,-1906.5441894531,-79555.5546875000,-44017.5546875000,-73131.1406250000,-34312.1367187500,-102070.0390625000,-98678.1484375000,-63728.7031250000,-57592.0468750000,-79515.4375000000,-51350.0156250000,-65656.6484375000,-67323.2343750000,,,
16.4531250000,131,-55722.1757812500,-37998.1367187500,-50726.9960937500,-1892.0524902344,-79548.7265625000,-44013.6484375000,-73144.5781250000,-34304.6054687500,-102070.0390625000,-98670.3828125000,-63718.5898437500,-57580.7890625000,-79507.3437500000,-51339.5781250000,-65643.6796875000,-67311.2500000000,,,
16.4570312500,131,-55716.3593750000,-37994.3007812500,-50719.6953125000,-1885.7009277344,-79538.5312500000,-44006.0820312500,-73102.0859375000,-34296.6015625000,-102070.0390625000,-98661.9062500000,-63714.4062500000,-57577.0546875000,-79502.3828125000,-51333.3945312500,-65639.4062500000,-67311.1718750000,,,
16.4609375000,131,-55727.5664062500,-38004.5703125000,-50727.3593750000,-1895.2282714844,-79542.8593750000,-44007.8085937500,-73087.8046875000,-34303.5117187500,-102070.0390625000,-98664.2968750000,-63725.2695312500,-57587.5664062500,-79504.8750000000,-51337.5312500000,-65644.7968750000,-67322.7812500000,,,
16.4648437500,131,-55739.0273437500,-38014.6367187500,-50737.4960937500,-1905.6195068359,-79557.4140625000,-44016.9960937500,-73116.1015625000,-34314.3281250000,-102070.0390625000,-98675.3515625000,-63735.6132812500,-57597.2539062500,-79517.5546875000,-51345.8437500000,-65657.1875000000,-67334.6484375000,,,
16.4687500000,131,-55732.8320312500,-38001.1757812500,-50728.5390625000,-1894.0114746094,-79554.8437500000,-44016.0703125000,-73120.8359375000,-34305.3750000000,-102070.0390625000,-98671.9687500000,-63727.3632812500,-57585.1445312500,-79514.9218750000,-51338.0195312500,-65648.1093750000,-67321.4296875000,,,
16.4726562500,131,-55718.1718750000,-37982.5976562500,-50712.2968750000,-1876.8428955078,-79541.7343750000,-44002.9062500000,-73112.5234375000,-34290.7968750000,-102070.0390625000,-98660.4765625000,-63712.0664062500,-57569.6093750000,-79502.2109375000,-51323.4179687500,-65634.3125000000,-67305.1875000000,,,
16.4765625000,131,-55711.8671875000,-37978.2187500000,-50711.3945312500,-1871.9150390625,-79533.7968750000,-43991.9062500000,-73082.9218750000,-34284.0312500000,-102070.0390625000,-98650.4062500000,-63707.4687500000,-57565.2382812500,-79499.3125000000,-51317.9531250000,-65629.2500000000,-67304.5546875000,,,
16.4804687500,131,-55726.6289062500,-37996.1757812500,-50723.6484375000,-1885.8470458984,-79537.8281250000,-43993.3789062500,-73038.9453125000,-34288.5312500000,-102070.0390625000,-98654.2968750000,-63717.7734375000,-57577.8085937500,-79508.5859375000,-51327.0546875000,-65642.3906250000,-67319.0937500000,,,
16.4843750000,131,-55741.1328125000,-38010.9375000000,-50739.9882812500,-1900.4360351563,-79550.9765625000,-44003.8671875000,-73057.1875000000,-34301.1132812500,-102070.0390625000,-98665.9921875000,-63729.2265625000,-57591.0351562500,-79519.7343750000,-51341.1484375000,-65657.1015625000,-67331.0468750000,,,
16.4882812500,131,-55740.1835937500,-38006.3710937500,-50741.2539062500,-1897.8321533203,-79558.2812500000,-44013.4179687500,-73099.1875000000,-34302.4179687500,-102070.0390625000,-98673.0625000000,-63728.6171875000,-57589.6484375000,-79519.5234375000,-51341.8164062500,-65657.5703125000,-67324.3046875000,,,
16.4921875000,131,-55724.0585937500,-37987.3554687500,-50726.1289062500,-1880.4080810547,-79543.7500000000,-44003.5742187500,-73084.5546875000,-34285.3320312500,-102070.0390625000,-98664.8359375000,-63712.3828125000,-57571.6054687500,-79506.7500000000,-51331.8632812500,-65643.6796875000,-67305.7031250000,,,
16.4960937500,131,-55712.3671875000,-37976.2109375000,-50712.4414062500,-1867.2304687500,-79528.1406250000,-43988.9257812500,-73049.0859375000,-34269.6015625000,-102070.0390625000,-98648.8359375000,-63700.0585937500,-57559.8242187500,-79495.1250000000,-51322.6992187500,-65635.7812500000,-67296.5625000000,,,
16.5000000000,132,-55717.0039062500,-37985.3945312500,-50715.3007812500,-1871.0024414063,-79525.5390625000,-43984.6171875000,-73033.3515625000,-34269.8789062500,-102070.0390625000,-98645.2734375000,-63703.8789062500,-57564.5820312500,-79495.4921875000,-51327.1914062500,-65645.9531250000,-67306.8593750000,,,
16.5039062500,132,-55727.6757812500,-37996.8945312500,-50722.1132812500,-1878.8627929688,-79536.9140625000,-43987.0390625000,-73037.2968750000,-34279.1015625000,-102070.0390625000,-98654.2656250000,-63714.9140625000,-57575.7890625000,-79501.0781250000,-51335.2460937500,-65654.0234375000,-67312.2109375000,,,
16.5078125000,132,-55724.6796875000,-37990.3593750000,-50722.8710937500,-1877.3538818359,-79544.0937500000,-43998.2929687500,-73076.5234375000,-34284.2617187500,-102070.0390625000,-98660.6953125000,-63717.0703125000,-57575.4257812500,-79507.7968750000,-51340.6835937500,-65660.7890625000,-67312.6875000000,,,
16.5117187500,132,-55715.2890625000,-37978.7382812500,-50713.8671875000,-1864.9550781250,-79543.4453125000,-43998.5625000000,-73107.1718750000,-34281.0976562500,-102070.0390625000,-98659.4453125000,-63711.9726562500,-57567.7226562500,-79502.7109375000,-51334.1367187500,-65653.6406250000,-67304.9843750000,,,
16.5156250000,132,-55707.5351562500,-37972.2070312500,-50706.2343750000,-1857.9829101563,-79534.8906250000,-43990.3984375000,-73077.4843750000,-34273.4687500000,-102070.0390625000,-98650.1953125000,-63705.1093750000,-57559.9960937500,-79498.6562500000,-51328.6640625000,-65646.1250000000,-67299.7890625000,,,
16.5195312500,132,-55719.1679687500,-37988.2812500000,-50716.5664062500,-1869.6639404297,-79538.2109375000,-43988.8164062500,-73044.1562500000,-34278.1796875000,-102070.0390625000,-98649.2343750000,-63715.1601562500,-57570.4960937500,-79506.2890625000,-51335.9648437500,-65655.9765625000,-67312.1875000000,,,
16.5234375000,132,-55733.1015625000,-38005.9218750000,-50732.9804687500,-1886.3823242188,-79553.8515625000,-43998.3320312500,-73073.4296875000,-34296.5039062500,-102070.0390625000,-98661.5468750000,-63729.3359375000,-57586.4492187500,-79519.9375000000,-51349.8945312500,-65668.8281250000,-67328.0156250000,,,
16.5273437500,132,-55732.0429687500,-38003.4531250000,-50734.4062500000,-1888.5604248047,-79560.6875000000,-44007.1406250000,-73105.7968750000,-34304.0000000000,-102070.0390625000,-98667.4531250000,-63731.5351562500,-57586.3750000000,-79517.3203125000,-51350.6367187500,-65668.3046875000,-67323.0000000000,,,
16.5312500000,132,-55720.5195312500,-37988.7773437500,-50725.6679687500,-1876.1737060547,-79553.4843750000,-44003.4296875000,-73114.7656250000,-34296.1367187500,-102070.0390625000,-98663.9375000000,-63721.9101562500,-57575.1093750000,-79513.9140625000,-51340.5742187500,-65657.0781250000,-67308.0468750000,,,
16.5351562500,132,-55710.3242187500,-37977.2695312500,-50715.0468750000,-1865.5755615234,-79542.4140625000,-43996.4101562500,-73113.2656250000,-34292.6328125000,-102070.0390625000,-98655.1875000000,-63714.0156250000,-57566.6992187500,-79505.6406250000,-51330.5859375000,-65647.6484375000,-67300.2968750000,,,
16.5390625000,132,-55718.9375000000,-37987.7929687500,-50720.6562500000,-1870.8685302734,-79536.8281250000,-43990.7382812500,-73074.9921875000,-34289.9453125000,-102070.0390625000,-98649.5625000000,-63714.2968750000,-57569.1328125000,-79506.5625000000,-51331.6796875000,-65649.3750000000,-67307.0234375000,,,
16.5429687500,132,-55736.3750000000,-38003.5742187500,-50735.0000000000,-1885.5428466797,-79543.0546875000,-43996.0781250000,-73071.0703125000,-34298.8398437500,-102070.0390625000,-98657.7187500000,-63726.0625000000,-57581.3750000000,-79517.5390625000,-51341.1601562500,-65660.2109375000,-67319.0234375000,,,
16.5468750000,132,-55737.6640625000,-38001.2617187500,-50735.1484375000,-1885.3968505859,-79551.3671875000,-44003.8554687500,-73118.0468750000,-34304.2070312500,-102070.0390625000,-98664.1171875000,-63727.8125000000,-57581.7500000000,-79519.5000000000,-51341.9609375000,-65659.2031250000,-67317.9687500000,,,
16.5507812500,132,-55726.5664062500,-37988.3046875000,-50728.0390625000,-1875.6383056641,-79545.3203125000,-44002.4179687500,-73132.5937500000,-34299.0937500000,-102070.0390625000,-98660.4062500000,-63719.4531250000,-57572.4570312500,-79513.0234375000,-51332.1914062500,-65649.0234375000,-67304.9062500000,,,
16.5546875000,132,-55718.7070312500,-37980.4179687500,-50721.3242187500,-1869.5301513672,-79533.9062500000,-43994.7656250000,-73102.1093750000,-34290.1406250000,-102070.0390625000,-98651.7187500000,-63711.2148437500,-57565.7890625000,-79500.6250000000,-51322.5546875000,-65638.4218750000,-67292.4843750000,,,
16.5585937500,132,-55723.3671875000,-37988.6210937500,-50724.2304687500,-1873.9348144531,-79527.9843750000,-43986.9296875000,-73068.9140625000,-34287.0625000000,-102070.0390625000,-98645.6562500000,-63712.0195312500,-57567.2109375000,-79506.5625000000,-51326.1445312500,-65647.3671875000,-67302.3203125000,,,
16.5625000000,132,-55736.7382812500,-38004.5859375000,-50738.2265625000,-1887.4896240234,-79537.7031250000,-43990.9335937500,-73058.7187500000,-34293.4257812500,-102070.0390625000,-98651.6093750000,-63722.2773437500,-57577.9531250000,-79512.4062500000,-51336.4257812500,-65657.5625000000,-67313.2109375000,,,
16.5664062500,132,-55739.7929687500,-38002.2851562500,-50739.3203125000,-1888.4630126953,-79543.5703125000,-43996.5195312500,-73071.6171875000,-34296.4531250000,-102070.0390625000,-98660.7968750000,-63725.1601562500,-57580.4726562500,-79513.9921875000,-51342.2304687500,-65661.6640625000,-67314.6093750000,,,
16.5703125000,132,-55727.6484375000,-37986.7343750000,-50729.2578125000,-1876.5021972656,-79541.4609375000,-43995.7617187500,-73097.0859375000,-34292.9609375000,-102070.0390625000,-98659.1406250000,-63717.0937500000,-57571.9062500000,-79508.2578125000,-51334.3437500000,-65653.5312500000,-67303.8984375000,,,
16.5742187500,132,-55715.7968750000,-37976.8789062500,-50718.7460937500,-1865.7581787109,-79528.2031250000,-43985.8085937500,-73083.9687500000,-34281.5000000000,-102070.0390625000,-98650.1015625000,-63706.5429687500,-57560.7851562500,-79497.7656250000,-51323.6132812500,-65645.0546875000,-67293.1171875000,,,
16.5781250000,132,-55713.4140625000,-37977.9843750000,-50716.5195312500,-1865.2105712891,-79524.2187500000,-43980.1523437500,-73030.5625000000,-34275.4414062500,-102070.0390625000,-98642.7734375000,-63705.8515625000,-57560.8242187500,-79496.9062500000,-51321.3242187500,-65645.4921875000,-67297.8515625000,,,
16.5820312500,132,-55728.9765625000,-37996.4570312500,-50730.9726562500,-1881.1015625000,-79534.7734375000,-43985.8242187500,-73035.4296875000,-34286.0156250000,-102070.0390625000,-98649.4531250000,-63716.4843750000,-57574.3671875000,-79506.1406250000,-51328.5039062500,-65652.0468750000,-67309.1562500000,,,
16.5859375000,132,-55735.5585937500,-38003.3554687500,-50737.1406250000,-1888.7186279297,-79548.7500000000,-43996.4921875000,-73079.6718750000,-34298.6445312500,-102070.0390625000,-98661.5156250000,-63726.2070312500,-57582.0781250000,-79516.3750000000,-51338.3242187500,-65664.2500000000,-67318.8281250000,,,
16.5898437500,132,-55724.8867187500,-37989.0585937500,-50727.7617187500,-1878.2056884766,-79536.6796875000,-43993.2929687500,-73092.0000000000,-34295.4921875000,-102070.0390625000,-98662.4609375000,-63721.1562500000,-57577.7851562500,-79513.0234375000,-51336.5585937500,-65658.7031250000,-67311.7343750000,,,
16.5937500000,132,-55712.6601562500,-37977.7773437500,-50715.7617187500,-1867.2060546875,-79538.2890625000,-43992.0390625000,-73102.6093750000,-34292.1093750000,-102070.0390625000,-98657.1484375000,-63714.1718750000,-57569.9726562500,-79506.4453125000,-51330.0859375000,-65651.4531250000,-67304.9687500000,,,
16.5976562500,132,-55711.9414062500,-37978.0820312500,-50714.9257812500,-1865.4539794922,-79533.3984375000,-43986.8320312500,-73075.1250000000,-34286.8437500000,-102070.0390625000,-98650.0156250000,-63713.9062500000,-57567.8671875000,-79502.5859375000,-51329.0039062500,-65651.6718750000,-67307.8203125000,,,
16.6015625000,132,-55725.5937500000,-37993.2304687500,-50726.3476562500,-1876.1737060547,-79534.8281250000,-43987.1367187500,-73042.6562500000,-34288.2148437500,-102070.0390625000,-98653.1328125000,-63722.1796875000,-57575.4375000000,-79507.6015625000,-51339.6757812500,-65663.1562500000,-67319.5234375000,,,
16.6054687500,132,-55736.5312500000,-38002.3203125000,-50736.3007812500,-1886.5770263672,-79547.1328125000,-43998.9531250000,-73077.4140625000,-34297.5234375000,-102070.0390625000,-98665.4453125000,-63729.3593750000,-57583.4062500000,-79515.9140625000,-51351.4296875000,-65673.9062500000,-67327.9062500000,,,
16.6093750000,132,-55729.9843750000,-37991.9804687500,-50731.7265625000,-1880.9312744141,-79549.0468750000,-44002.6132812500,-73115.9453125000,-34296.3320312500,-102070.0390625000,-98668.4609375000,-63724.5664062500,-57575.6445312500,-79513.3671875000,-51346.6835937500,-65668.2812500000,-67318.2343750000,,,
16.6132812500,132,-55716.4921875000,-37976.1484375000,-50717.8203125000,-1868.8122558594,-79536.2343750000,-43993.9375000000,-73099.6640625000,-34285.0390625000,-102070.0390625000,-98659.6406250000,-63712.9687500000,-57563.9492187500,-79505.1171875000,-51332.6796875000,-65654.0703125000,-67303.4375000000,,,
16.6171875000,132,-55710.2617187500,-37974.0546875000,-50713.6210937500,-1866.2448730469,-79528.2578125000,-43984.6054687500,-73068.9687500000,-34280.2343750000,-102070.0390625000,-98649.1640625000,-63709.8671875000,-57561.2851562500,-79501.2578125000,-51324.5976562500,-65650.3828125000,-67304.5703125000,,,
16.6210937500,132,-55721.5781250000,-37990.4570312500,-50724.1953125000,-1879.0817871094,-79534.3593750000,-43986.0781250000,-73062.0312500000,-34290.1757812500,-102070.0390625000,-98652.3046875000,-63721.6445312500,-57571.6289062500,-79509.2343750000,-51331.7656250000,-65660.9453125000,-67320.9375000000,,,
16.6250000000,133,-55730.2773437500,-37998.3164062500,-50733.7734375000,-1888.1223144531,-79542.7265625000,-43995.6796875000,-73076.3750000000,-34300.9062500000,-102070.0390625000,-98660.4296875000,-63729.2265625000,-57579.4882812500,-79515.3906250000,-51338.1914062500,-65668.5156250000,-67325.8828125000,,,
16.6289062500,133,-55724.0234375000,-37988.0000000000,-50728.1484375000,-1881.8924560547,-79543.8984375000,-43994.2304687500,-73104.9375000000,-34299.3750000000,-102070.0390625000,-98661.6093750000,-63724.6484375000,-57575.5820312500,-79512.8593750000,-51334.5390625000,-65663.8984375000,-67316.8593750000,,,
16.6328125000,133,-55711.4804687500,-37970.9179687500,-50714.0859375000,-1864.7360839844,-79535.1250000000,-43992.5507812500,-73122.5781250000,-34292.1953125000,-102070.0390625000,-98653.9921875000,-63714.0742187500,-57564.2187500000,-79503.5859375000,-51324.7695312500,-65653.5312500000,-67304.5937500000,,,
16.6367187500,133,-55703.3398437500,-37964.5898437500,-50704.0234375000,-1857.9708251953,-79512.7343750000,-43975.5546875000,-73075.1093750000,-34280.3945312500,-102070.0390625000,-98642.0546875000,-63705.7656250000,-57557.2226562500,-79495.1562500000,-51318.9765625000,-65647.9140625000,-67299.2031250000,,,
16.6406250000,133,-55712.6835937500,-37978.0234375000,-50711.1015625000,-1868.3011474609,-79520.3671875000,-43976.7343750000,-73042.3828125000,-34280.5507812500,-102070.0390625000,-98641.8671875000,-63711.2656250000,-57564.5703125000,-79498.6796875000,-51325.9843750000,-65654.5156250000,-67301.6484375000,,,
16.6445312500,133,-55725.1679687500,-37991.7578125000,-50725.1562500000,-1881.1989746094,-79533.8359375000,-43987.3320312500,-73073.6171875000,-34292.6093750000,-102070.0390625000,-98655.7187500000,-63722.0351562500,-57576.2031250000,-79509.3437500000,-51338.4101562500,-65667.9375000000,-67319.4531250000,,,
16.6484375000,133,-55722.0156250000,-37986.3710937500,-50725.0000000000,-1879.7022705078,-79536.9140625000,-43993.9882812500,-73096.2109375000,-34292.0507812500,-102070.0390625000,-98660.5078125000,-63720.3789062500,-57572.6757812500,-79510.4687500000,-51339.0664062500,-65666.6250000000,-67311.5312500000,,,
16.6523437500,133,-55712.0156250000,-37970.1601562500,-50714.3398437500,-1868.0091552734,-79529.2500000000,-43989.2187500000,-73092.8906250000,-34282.3164062500,-102070.0390625000,-98656.8906250000,-63708.8203125000,-57562.7929687500,-79500.9453125000,-51330.0976562500,-65657.0156250000,-67298.0312500000,,,
16.6562500000,133,-55707.5742187500,-37966.0000000000,-50705.8359375000,-1859.7958984375,-79514.4140625000,-43976.8203125000,-73066.1953125000,-34271.4609375000,-102070.0390625000,-98645.4375000000,-63702.1132812500,-57555.1406250000,-79487.6328125000,-51322.3359375000,-65648.8125000000,-67294.6171875000,,,
16.6601562500,133,-55716.7851562500,-37979.9921875000,-50712.6953125000,-1867.1452636719,-79520.8593750000,-43974.3710937500,-73021.9765625000,-34274.0429687500,-102070.0390625000,-98640.7890625000,-63706.5703125000,-57562.1601562500,-79492.3671875000,-51326.6679687500,-65653.5859375000,-67303.5625000000,,,
16.6640625000,133,-55731.1914062500,-37993.1601562500,-50723.7226562500,-1881.2110595703,-79532.0937500000,-43981.5273437500,-73024.9453125000,-34288.7031250000,-102070.0390625000,-98651.9296875000,-63718.8203125000,-57576.1796875000,-79502.0546875000,-51338.7265625000,-65663.9218750000,-67315.4921875000,,,
16.6679687500,133,-55732.7343750000,-37993.9492187500,-50728.3710937500,-1880.8338623047,-79540.7656250000,-43989.6914062500,-73072.3125000000,-34294.8828125000,-102070.0390625000,-98662.0703125000,-63721.6093750000,-57577.2734375000,-79504.0078125000,-51341.1601562500,-65663.7031250000,-67313.3906250000,,,
16.6718750000,133,-55722.6250000000,-37981.5156250000,-50721.0195312500,-1870.5278320313,-79533.7890625000,-43985.0937500000,-73074.9687500000,-34285.8554687500,-102070.0390625000,-98657.0156250000,-63710.4140625000,-57566.7382812500,-79496.7109375000,-51329.7070312500,-65651.5234375000,-67293.0312500000,,,
16.6757812500,133,-55714.2031250000,-37974.1289062500,-50714.1562500000,-1862.6918945313,-79520.7656250000,-43976.3789062500,-73041.5546875000,-34274.5156250000,-102070.0390625000,-98647.2031250000,-63701.8125000000,-57557.2578125000,-79488.8750000000,-51321.8242187500,-65646.8203125000,-67291.5859375000,,,
16.6796875000,133,-55723.3789062500,-37988.0976562500,-50722.5664062500,-1872.1218261719,-79525.8125000000,-43976.4531250000,-73028.7421875000,-34279.7968750000,-102070.0390625000,-98647.9218750000,-63707.7617187500,-57564.9101562500,-79488.6328125000,-51324.9648437500,-65648.4218750000,-67298.0859375000,,,
16.6835937500,133,-55737.7734375000,-38005.5937500000,-50738.5546875000,-1887.3923339844,-79538.3125000000,-43987.4648437500,-73046.2109375000,-34291.6718750000,-102070.0390625000,-98659.0703125000,-63721.3515625000,-57577.5664062500,-79508.2421875000,-51341.6210937500,-65666.6406250000,-67315.5078125000,,,
16.6875000000,133,-55735.2539062500,-38000.9453125000,-50734.5000000000,-1887.0151367188,-79545.1171875000,-43995.0820312500,-73082.6093750000,-34298.6562500000,-102070.0390625000,-98666.2578125000,-63722.6914062500,-57579.0507812500,-79512.8359375000,-51343.3593750000,-65669.1171875000,-67313.6328125000,,,
16.6914062500,133,-55719.7656250000,-37981.8437500000,-50721.3867187500,-1872.2678222656,-79536.7265625000,-43991.1406250000,-73117.8828125000,-34295.2851562500,-102070.0390625000,-98660.6250000000,-63715.3515625000,-57570.6054687500,-79504.3046875000,-51331.4843750000,-65659.2187500000,-67302.3671875000,,,
16.6953125000,133,-55707.1835937500,-37968.4570312500,-50708.5000000000,-1858.8955078125,-79523.6406250000,-43979.9101562500,-73102.5234375000,-34287.0468750000,-102070.0390625000,-98647.3984375000,-63707.7382812500,-57562.3437500000,-79496.2031250000,-51318.0898437500,-65648.2265625000,-67293.6640625000,,,
16.6992187500,133,-55712.4531250000,-37977.2070312500,-50711.4062500000,-1863.7625732422,-79518.3828125000,-43975.3828125000,-73056.1328125000,-34287.5468750000,-102070.0390625000,-98643.0703125000,-63711.1054687500,-57567.2851562500,-79496.6718750000,-51319.9257812500,-65651.3437500000,-67302.8671875000,,,
16.7031250000,133,-55730.6445312500,-37999.5234375000,-50730.3281250000,-1881.7221679688,-79533.9687500000,-43986.6875000000,-73076.1953125000,-34301.5390625000,-102070.0390625000,-98655.9687500000,-63725.0039062500,-57582.0429687500,-79507.7187500000,-51333.0195312500,-65666.8437500000,-67319.5937500000,,,
16.7070312500,133,-55735.5585937500,-37999.8398437500,-50736.2304687500,-1884.3503417969,-79542.7890625000,-43996.8945312500,-73113.6562500000,-34308.3554687500,-102070.0390625000,-98666.3671875000,-63729.8203125000,-57584.1601562500,-79512.5859375000,-51337.4726562500,-65667.9531250000,-67320.5703125000,,,
16.7109375000,133,-55723.4023437500,-37982.0976562500,-50724.1718750000,-1871.0632324219,-79532.4453125000,-43990.9570312500,-73113.2578125000,-34297.9648437500,-102070.0390625000,-98661.0390625000,-63717.9453125000,-57570.0351562500,-79504.0234375000,-51326.1679687500,-65653.8750000000,-67303.8515625000,,,
16.7148437500,133,-55712.6093750000,-37970.8203125000,-50713.9492187500,-1860.5017089844,-79522.7968750000,-43982.7578125000,-73103.0468750000,-34289.6875000000,-102070.0390625000,-98653.6406250000,-63710.3281250000,-57560.9921875000,-79497.6875000000,-51316.1054687500,-65644.1406250000,-67297.2187500000,,,
16.7187500000,133,-55717.9296875000,-37976.1953125000,-50715.3359375000,-1863.1663818359,-79520.8046875000,-43976.0273437500,-73062.8671875000,-34286.3046875000,-102070.0390625000,-98647.0234375000,-63710.7890625000,-57563.3906250000,-79500.1328125000,-51315.3515625000,-65646.3671875000,-67303.3984375000,,,
16.7226562500,133,-55730.2070312500,-37991.9921875000,-50728.3945312500,-1876.7698974609,-79529.1875000000,-43979.8828125000,-73043.3906250000,-34293.8750000000,-102070.0390625000,-98653.9687500000,-63722.6796875000,-57577.7617187500,-79511.1875000000,-51327.7851562500,-65658.9218750000,-67318.5859375000,,,
16.7265625000,133,-55738.0898437500,-37996.8710937500,-50735.6562500000,-1883.4134521484,-79544.1484375000,-43992.6484375000,-73089.3359375000,-34307.2695312500,-102070.0390625000,-98668.0859375000,-63734.2851562500,-57586.9843750000,-79521.0859375000,-51338.8593750000,-65669.7656250000,-67325.0000000000,,,
16.7304687500,133,-55724.7070312500,-37983.9726562500,-50726.6406250000,-1870.4427490234,-79541.5859375000,-43991.1171875000,-73112.0625000000,-34301.1250000000,-102070.0390625000,-98665.1484375000,-63724.2968750000,-57576.9335937500,-79513.5156250000,-51329.9023437500,-65660.9296875000,-67311.1484375000,,,
16.7343750000,133,-55706.8320312500,-37968.3125000000,-50711.3828125000,-1855.8049316406,-79511.9218750000,-43973.1914062500,-73079.4218750000,-34284.0429687500,-102070.0390625000,-98651.3515625000,-63709.6718750000,-57562.4414062500,-79498.7187500000,-51316.6171875000,-65649.3203125000,-67294.6250000000,,,
16.7382812500,133,-55706.3437500000,-37971.9765625000,-50707.9648437500,-1856.0239257813,-79514.0703125000,-43968.5937500000,-73039.6796875000,-34277.3398437500,-102070.0390625000,-98643.8593750000,-63706.0937500000,-57562.3085937500,-79492.8437500000,-51313.1367187500,-65643.7421875000,-67297.3046875000,,,
16.7421875000,133,-55723.2343750000,-37990.7148437500,-50721.7500000000,-1869.3962402344,-79523.7187500000,-43972.5859375000,-73032.8281250000,-34284.6406250000,-102070.0390625000,-98649.0546875000,-63715.2578125000,-57570.1914062500,-79495.2890625000,-51327.0546875000,-65659.4218750000,-67313.6093750000,,,
16.7460937500,133,-55731.8359375000,-37996.8203125000,-50729.9648437500,-1877.7067871094,-79535.9765625000,-43983.4140625000,-73050.9843750000,-34290.8203125000,-102070.0390625000,-98661.4531250000,-63721.8984375000,-57575.8515625000,-79508.8984375000,-51336.8867187500,-65668.4062500000,-67317.9687500000,,,
16.7500000000,134,-55724.6562500000,-37988.2812500000,-50725.3750000000,-1871.0754394531,-79540.5000000000,-43990.2890625000,-73083.6406250000,-34290.7617187500,-102070.0390625000,-98665.4921875000,-63716.8867187500,-57571.2382812500,-79508.4921875000,-51334.6132812500,-65664.8281250000,-67310.0312500000,,,
16.7539062500,134,-55714.8125000000,-37975.6015625000,-50716.9804687500,-1859.3822021484,-79535.0234375000,-43983.9726562500,-73090.2265625000,-34283.4843750000,-102070.0390625000,-98658.7500000000,-63709.8281250000,-57560.7617187500,-79504.1093750000,-51326.3281250000,-65654.3984375000,-67301.2734375000,,,
16.7578125000,134,-55712.7929687500,-37976.4414062500,-50715.2148437500,-1858.2628173828,-79527.2109375000,-43976.1367187500,-73046.3984375000,-34279.5273437500,-102070.0390625000,-98650.2187500000,-63709.2460937500,-57561.0429687500,-79504.6562500000,-51323.4804687500,-65651.9921875000,-67303.3906250000,,,
16.7617187500,134,-55726.6992187500,-37992.1601562500,-50726.5078125000,-1870.9050292969,-79535.9843750000,-43981.2343750000,-73039.9218750000,-34288.6679687500,-102070.0390625000,-98656.1015625000,-63721.6679687500,-57575.5351562500,-79515.5937500000,-51332.6796875000,-65664.2812500000,-67319.3906250000,,,
16.7656250000,134,-55735.3750000000,-37998.8671875000,-50735.3046875000,-1878.1204833984,-79549.3750000000,-43992.7109375000,-73086.2421875000,-34301.6132812500,-102070.0390625000,-98667.9375000000,-63730.4765625000,-57583.6757812500,-79521.7734375000,-51341.7187500000,-65671.5625000000,-67322.1875000000,,,
16.7695312500,134,-55724.2304687500,-37984.7148437500,-50728.6250000000,-1870.3575439453,-79540.2734375000,-43992.5859375000,-73105.2031250000,-34298.2929687500,-102070.0390625000,-98670.2656250000,-63725.2343750000,-57576.3984375000,-79515.9921875000,-51337.4843750000,-65667.1640625000,-67317.7968750000,,,
16.7734375000,134,-55711.6484375000,-37971.2695312500,-50715.4335937500,-1856.1821289063,-79535.2187500000,-43986.7226562500,-73103.1718750000,-34288.6562500000,-102070.0390625000,-98661.4921875000,-63714.6601562500,-57564.6796875000,-79504.7421875000,-51328.9531250000,-65655.4218750000,-67304.8125000000,,,
16.7773437500,134,-55710.4101562500,-37972.4140625000,-50710.8710937500,-1852.9698486328,-79527.5703125000,-43978.5820312500,-73080.0156250000,-34281.3281250000,-102070.0390625000,-98653.9062500000,-63707.7109375000,-57557.4414062500,-79491.2343750000,-51323.5898437500,-65649.4687500000,-67302.5000000000,,,
16.7812500000,134,-55722.9296875000,-37987.1953125000,-50720.5585937500,-1864.6265869141,-79528.4531250000,-43979.4453125000,-73045.9296875000,-34282.5820312500,-102070.0390625000,-98654.8437500000,-63711.3125000000,-57563.2929687500,-79501.4218750000,-51329.7070312500,-65655.7500000000,-67311.1875000000,,,
16.7851562500,134,-55732.4804687500,-37995.5078125000,-50729.6953125000,-1874.7622070313,-79538.9843750000,-43989.0820312500,-73067.7031250000,-34291.4882812500,-102070.0390625000,-98663.7812500000,-63718.5273437500,-57570.3984375000,-79508.4296875000,-51339.7226562500,-65665.3593750000,-67317.8046875000,,,
